n,generations,population_size,mutation_type,p_m,crossover_type,p_c,fitness_val,abs_fitness_val,execution_time,execution_time_brute_force,err,err_percentage,exec_time_rate
5,80000,200,scramble,0.6000000000000001,pmx,0.4,7217.25,6473.75,0.0090,0.0013,743.5,11.484842633713072,0.1438489697929033
5,80000,200,scramble,0.8000000000000002,pmx,0.4,7184.25,6473.75,0.0082,0.0013,710.5,10.975091716547595,0.15823887631319286
5,80000,200,scramble,0.4,pmx,0.6000000000000001,7029.75,6473.75,0.0115,0.0013,556.0,8.588530604363783,0.11269417989417989
5,80000,200,scramble,0.6000000000000001,pmx,0.6000000000000001,6965.25,6473.75,0.0111,0.0013,491.5,7.592199266267613,0.11657819208073206
5,80000,200,scramble,0.8000000000000002,pmx,0.6000000000000001,6929.25,6473.75,0.0100,0.0013,455.5,7.036107356632556,0.128854220625768
5,80000,200,scramble,0.4,pmx,0.8000000000000002,6801.75,6473.75,0.0128,0.0013,328.0,5.066615176675029,0.10103760145276655
5,80000,200,scramble,0.6000000000000001,pmx,0.8000000000000002,6860.25,6473.75,0.0129,0.0013,386.5,5.970264529832008,0.10049755234444116
5,80000,200,scramble,0.8000000000000002,pmx,0.8000000000000002,6860.25,6473.75,0.0119,0.0013,386.5,5.970264529832008,0.10843814410436926
5,80000,200,scramble,0.4,order,0.4,7325.75,6473.75,0.0096,0.0013,852.0,13.160841861363195,0.1345688491818653
5,80000,200,scramble,0.6000000000000001,order,0.4,7289.75,6473.75,0.0090,0.0013,816.0,12.604749951728138,0.1442103993652473
5,80000,200,scramble,0.8000000000000002,order,0.4,7323.75,6473.75,0.0089,0.0013,850.0,13.129947866383475,0.14462350007957137
5,80000,200,scramble,0.4,order,0.6000000000000001,7119.75,6473.75,0.0114,0.0013,646.0,9.97876037845144,0.11359809996041584
5,80000,200,scramble,0.6000000000000001,order,0.6000000000000001,7089.75,6473.75,0.0106,0.0013,616.0,9.515350453755545,0.12162826678563461
5,80000,200,scramble,0.8000000000000002,order,0.6000000000000001,7119.75,6473.75,0.0101,0.0013,646.0,9.97876037845144,0.12758786971171845
5,80000,200,scramble,0.4,order,0.8000000000000002,6929.25,6473.75,0.0127,0.0013,455.5,7.036107356632556,0.10221571685662867
5,80000,200,scramble,0.6000000000000001,order,0.8000000000000002,6860.25,6473.75,0.0126,0.0013,386.5,5.970264529832008,0.10311651726615984
5,80000,200,scramble,0.8000000000000002,order,0.8000000000000002,7119.75,6473.75,0.0119,0.0013,646.0,9.97876037845144,0.10861094356910941
5,80000,200,reverse,0.4,pmx,0.4,7217.25,6473.75,0.0094,0.0013,743.5,11.484842633713072,0.13701020679950748
5,80000,200,reverse,0.6000000000000001,pmx,0.4,7251.75,6473.75,0.0103,0.0013,778.0,12.017764047113346,0.12509682244705989
5,80000,200,reverse,0.8000000000000002,pmx,0.4,7217.25,6473.75,0.0084,0.0013,743.5,11.484842633713072,0.15362019496252888
5,80000,200,reverse,0.4,pmx,0.6000000000000001,6929.25,6473.75,0.0214,0.0013,455.5,7.036107356632556,0.060634245935547004
5,80000,200,reverse,0.6000000000000001,pmx,0.6000000000000001,6965.25,6473.75,0.0115,0.0013,491.5,7.592199266267613,0.11251279765589534
5,80000,200,reverse,0.8000000000000002,pmx,0.6000000000000001,6929.25,6473.75,0.0106,0.0013,455.5,7.036107356632556,0.12217058098630997
5,80000,200,reverse,0.4,pmx,0.8000000000000002,6860.25,6473.75,0.0130,0.0013,386.5,5.970264529832008,0.09947268448417404
5,80000,200,reverse,0.6000000000000001,pmx,0.8000000000000002,6965.25,6473.75,0.0121,0.0013,491.5,7.592199266267613,0.10695767276721786
5,80000,200,reverse,0.8000000000000002,pmx,0.8000000000000002,6880.25,6473.75,0.0121,0.0013,406.5,6.279204479629271,0.10708370549303796
5,80000,200,reverse,0.4,order,0.4,7323.75,6473.75,0.0094,0.0013,850.0,13.129947866383475,0.13720327118089629
5,80000,200,reverse,0.6000000000000001,order,0.4,7253.75,6473.75,0.0084,0.0013,780.0,12.048658042093066,0.15302094126231303
5,80000,200,reverse,0.8000000000000002,order,0.4,7343.75,6473.75,0.0083,0.0013,870.0,13.438887816180724,0.1550486308186652
5,80000,200,reverse,0.4,order,0.6000000000000001,7089.75,6473.75,0.0108,0.0013,616.0,9.515350453755545,0.11967155806246296
5,80000,200,reverse,0.6000000000000001,order,0.6000000000000001,7089.75,6473.75,0.0113,0.0013,616.0,9.515350453755545,0.11452866474826187
5,80000,200,reverse,0.8000000000000002,order,0.6000000000000001,7184.25,6473.75,0.0103,0.0013,710.5,10.975091716547595,0.12529516981478928
5,80000,200,reverse,0.4,order,0.8000000000000002,7029.75,6473.75,0.0129,0.0013,556.0,8.588530604363783,0.10070357743097239
5,80000,200,reverse,0.6000000000000001,order,0.8000000000000002,6965.25,6473.75,0.0125,0.0013,491.5,7.592199266267613,0.10322974630821657
5,80000,200,reverse,0.8000000000000002,order,0.8000000000000002,7089.75,6473.75,0.0120,0.0013,616.0,9.515350453755545,0.1076885667450082
5,80000,300,swap,0.4,pmx,0.4,7184.25,6473.75,0.0150,0.0013,710.5,10.975091716547595,0.08642840476794318
5,80000,300,swap,0.6000000000000001,pmx,0.4,7251.75,6473.75,0.0128,0.0013,778.0,12.017764047113346,0.10150028294862248
5,80000,300,swap,0.8000000000000002,pmx,0.4,7251.75,6473.75,0.0129,0.0013,778.0,12.017764047113346,0.1002407427153231
5,80000,300,swap,0.4,pmx,0.6000000000000001,7029.75,6473.75,0.0170,0.0013,556.0,8.588530604363783,0.0761376136284298
5,80000,300,swap,0.6000000000000001,pmx,0.6000000000000001,7119.75,6473.75,0.0176,0.0013,646.0,9.97876037845144,0.07365485417876777
5,80000,300,swap,0.8000000000000002,pmx,0.6000000000000001,7109.75,6473.75,0.0154,0.0013,636.0,9.824290403552808,0.08425030052998346
5,80000,300,swap,0.4,pmx,0.8000000000000002,6801.75,6473.75,0.0193,0.0013,328.0,5.066615176675029,0.06729521999382906
5,80000,300,swap,0.6000000000000001,pmx,0.8000000000000002,6880.25,6473.75,0.0199,0.0013,406.5,6.279204479629271,0.06518967982592477
5,80000,300,swap,0.8000000000000002,pmx,0.8000000000000002,6860.25,6473.75,0.0190,0.0013,386.5,5.970264529832008,0.0680647018437379
5,80000,300,swap,0.4,order,0.4,7343.75,6473.75,0.0146,0.0013,870.0,13.438887816180724,0.08880882127791259
5,80000,300,swap,0.6000000000000001,order,0.4,7289.75,6473.75,0.0128,0.0013,816.0,12.604749951728138,0.10123269095094872
5,80000,300,swap,0.8000000000000002,order,0.4,7323.75,6473.75,0.0130,0.0013,850.0,13.129947866383475,0.0995580484954718
5,80000,300,swap,0.4,order,0.6000000000000001,7119.75,6473.75,0.0226,0.0013,646.0,9.97876037845144,0.05735951188722912
5,80000,300,swap,0.6000000000000001,order,0.6000000000000001,7168.25,6473.75,0.0293,0.0013,694.5,10.727939756709787,0.044313109624777525
5,80000,300,swap,0.8000000000000002,order,0.6000000000000001,7119.75,6473.75,0.0162,0.0013,646.0,9.97876037845144,0.07987863055038748
5,80000,300,swap,0.4,order,0.8000000000000002,6929.25,6473.75,0.0243,0.0013,455.5,7.036107356632556,0.053398705330473695
5,80000,300,swap,0.6000000000000001,order,0.8000000000000002,6929.25,6473.75,0.0273,0.0013,455.5,7.036107356632556,0.04747414282480366
5,80000,300,swap,0.8000000000000002,order,0.8000000000000002,7089.75,6473.75,0.0217,0.0013,616.0,9.515350453755545,0.05973810134209805
5,80000,300,insert,0.4,pmx,0.4,7244.25,6473.75,0.0176,0.0013,770.5,11.901911565939372,0.07352573794145012
5,80000,300,insert,0.6000000000000001,pmx,0.4,7253.75,6473.75,0.0161,0.0013,780.0,12.048658042093066,0.08052984389076784
5,80000,300,insert,0.8000000000000002,pmx,0.4,7244.25,6473.75,0.0167,0.0013,770.5,11.901911565939372,0.07756842973795772
5,80000,300,insert,0.4,pmx,0.6000000000000001,7029.75,6473.75,0.0179,0.0013,556.0,8.588530604363783,0.07241931679328481
5,80000,300,insert,0.6000000000000001,pmx,0.6000000000000001,6965.25,6473.75,0.0167,0.0013,491.5,7.592199266267613,0.07776313072249635
5,80000,300,insert,0.8000000000000002,pmx,0.6000000000000001,6965.25,6473.75,0.0165,0.0013,491.5,7.592199266267613,0.0785009170877784
5,80000,300,insert,0.4,pmx,0.8000000000000002,6880.25,6473.75,0.0213,0.0013,406.5,6.279204479629271,0.060918767456930256
5,80000,300,insert,0.6000000000000001,pmx,0.8000000000000002,6801.75,6473.75,0.0207,0.0013,328.0,5.066615176675029,0.0625018076777588
5,80000,300,insert,0.8000000000000002,pmx,0.8000000000000002,6860.25,6473.75,0.0234,0.0013,386.5,5.970264529832008,0.055340003450760684
5,80000,300,insert,0.4,order,0.4,7325.75,6473.75,0.0177,0.0013,852.0,13.160841861363195,0.07323146514095384
5,80000,300,insert,0.6000000000000001,order,0.4,7323.75,6473.75,0.0164,0.0013,850.0,13.129947866383475,0.07895103311469238
5,80000,300,insert,0.8000000000000002,order,0.4,7289.75,6473.75,0.0127,0.0013,816.0,12.604749951728138,0.10208749508528206
5,80000,300,insert,0.4,order,0.6000000000000001,7089.75,6473.75,0.0202,0.0013,616.0,9.515350453755545,0.06417611430858138
5,80000,300,insert,0.6000000000000001,order,0.6000000000000001,7119.75,6473.75,0.0192,0.0013,646.0,9.97876037845144,0.067505171282483
5,80000,300,insert,0.8000000000000002,order,0.6000000000000001,7119.75,6473.75,0.0231,0.0013,646.0,9.97876037845144,0.05618741382686025
5,80000,300,insert,0.4,order,0.8000000000000002,7089.75,6473.75,0.0272,0.0013,616.0,9.515350453755545,0.0477522897053028
5,80000,300,insert,0.6000000000000001,order,0.8000000000000002,6880.25,6473.75,0.0346,0.0013,406.5,6.279204479629271,0.03756032761815539
5,80000,300,insert,0.8000000000000002,order,0.8000000000000002,6929.25,6473.75,0.1001,0.0013,455.5,7.036107356632556,0.012983173244057965
5,80000,300,scramble,0.4,pmx,0.4,7323.75,6473.75,0.0426,0.0013,850.0,13.129947866383475,0.030501469527032695
5,80000,300,scramble,0.6000000000000001,pmx,0.4,7244.25,6473.75,0.0325,0.0013,770.5,11.901911565939372,0.03994545974022168
5,80000,300,scramble,0.8000000000000002,pmx,0.4,7323.75,6473.75,0.0321,0.0013,850.0,13.129947866383475,0.04038331222550566
5,80000,300,scramble,0.4,pmx,0.6000000000000001,6929.25,6473.75,0.0212,0.0013,455.5,7.036107356632556,0.061237592093441144
5,80000,300,scramble,0.6000000000000001,pmx,0.6000000000000001,7029.75,6473.75,0.0199,0.0013,556.0,8.588530604363783,0.06527708847120794
5,80000,300,scramble,0.8000000000000002,pmx,0.6000000000000001,7029.75,6473.75,0.0265,0.0013,556.0,8.588530604363783,0.04904471468662301
5,80000,300,scramble,0.4,pmx,0.8000000000000002,6857.75,6473.75,0.0270,0.0013,384.0,5.93164703610735,0.04806886179506845
5,80000,300,scramble,0.6000000000000001,pmx,0.8000000000000002,6880.25,6473.75,0.0229,0.0013,406.5,6.279204479629271,0.05665504873132312
5,80000,300,scramble,0.8000000000000002,pmx,0.8000000000000002,6965.25,6473.75,0.0213,0.0013,491.5,7.592199266267613,0.06076465960126152
5,80000,300,scramble,0.4,order,0.4,7323.75,6473.75,0.0162,0.0013,850.0,13.129947866383475,0.08000169024003756
5,80000,300,scramble,0.6000000000000001,order,0.4,7323.75,6473.75,0.0169,0.0013,850.0,13.129947866383475,0.07648256746900073
5,80000,300,scramble,0.8000000000000002,order,0.4,7325.75,6473.75,0.0173,0.0013,852.0,13.160841861363195,0.07487154587647268
5,80000,300,scramble,0.4,order,0.6000000000000001,7168.25,6473.75,0.0232,0.0013,694.5,10.727939756709787,0.05591487755855449
5,80000,300,scramble,0.6000000000000001,order,0.6000000000000001,7119.75,6473.75,0.0214,0.0013,646.0,9.97876037845144,0.06058843033980043
5,80000,300,scramble,0.8000000000000002,order,0.6000000000000001,7109.75,6473.75,0.0263,0.0013,636.0,9.824290403552808,0.04941003679069177
5,80000,300,scramble,0.4,order,0.8000000000000002,6965.25,6473.75,0.0247,0.0013,491.5,7.592199266267613,0.052450486258741595
5,80000,300,scramble,0.6000000000000001,order,0.8000000000000002,6965.25,6473.75,0.0226,0.0013,491.5,7.592199266267613,0.05740601160207616
5,80000,300,scramble,0.8000000000000002,order,0.8000000000000002,6929.25,6473.75,0.0203,0.0013,455.5,7.036107356632556,0.06389036241988212
